,text,clean
3912,"➖ Türkiye'de yeni yılın ilk bebeği Hatay'da dünyaya geldi...  Sağlık Bakanı Fahrettin Koca:  ""Fethiye ve Adem çiftini yürekten kutluyorum.   Nice, nice yeni yıllar göresin Muhammet Talha bebek.""",türkiye yeni yılın bebeği hatay dünyaya sağlık bakanı fahrettin koca fethiye adem çiftini yürekten kutluyorum nice nice yeni yıllar göresin muhammet talha bebek
3913,"📌 Türkiye, bu ülkelerle aynı anda  2024'e girdi:  🇸🇦 Suudi Arabistan 🇷🇺 Rusya 🇮🇶 Irak 🇪🇹 Etiyopya 🇰🇪 Kenya 🇯🇴 Ürdün 🇹🇿 Tanzanya 🇰🇼 Kuveyt 🇺🇬 Uganda 🇧🇾 Belarus 🇶🇦 Katar  #1Ocak2024",türkiye ülkelerle aynı anda girdi suudi arabistan rusya ırak etiyopya kenya ürdün tanzanya kuveyt uganda belarus katar
3914,"➖ Yeni yılın ilk cezası...  Çorum'da 'dur' ihtarından kaçtıktan sonra takip sonucu yakalanan otomobilin sürücüsü H.Ş., 2.20 promil alkollü çıktı. Sürücüye 32 bin 351 TL idari para cezası uygulandı.",yeni yılın cezası çorum ihtarından kaçtıktan takip sonucu yakalanan otomobilin sürücüsü hş promil alkollü çıktı sürücüye idari para cezası uygulandı
3915,"➖ İletişim Başkanı Fahrettin Altun'dan videolu yeni yıl mesajı:  ""İnsanlık olarak bir bütünüz. Yeni yılı hepimiz için mutlu kılalım.""  #HappyNewYear Mutlu #Yilbasi",iletişim başkanı fahrettin altun videolu yeni yıl mesajı insanlık bütünüz yeni yılı hepimiz mutlu kılalım mutlu
3916,"📌 Birleşik Arap Emirlikleri, yeni yıla böyle girdi.",birleşik arap emirlikleri yeni yıla girdi
3917,➖ 2023'te Süper Lig'in gol kralı Galatasaray'ın yıldız futbolcusu Mauro Icardi oldu.  #HappyNewYear #Galatasaray,süper lig gol kralı galatasaray yıldız futbolcusu mauro ıcardi oldu
3918,"➖ Karayolları Genel Müdürlüğü, yeni yıl ile birlikte köprü geçiş ücretleri başta olmak üzere otoyol ücretlerine zam geldiğini duyurdu.",karayolları genel müdürlüğü yeni yıl birlikte köprü geçiş ücretleri başta olmak otoyol ücretlerine zam geldiğini duyurdu
3919,➖ İstanbul'da suç örgütlerine yönelik düzenlenen operasyonlarda ele geçirilen ve mahkeme kararıyla emniyetin kullanımına verilen lüks otomobiller yılbaşında vatandaşların ilgi odağı oldu.,istanbul suç örgütlerine yönelik düzenlenen operasyonlarda ele geçirilen mahkeme kararıyla emniyetin kullanımına verilen lüks otomobiller yılbaşında vatandaşların ilgi odağı oldu
3920,"➖  O Ses Türkiye yılbaşı özel programında romantik anlar yaşandı. Bir döneme yaşadıkları aşk ile damga vuran Kerem Alışık ve Ebru Gündeş karşı karşıya geldi. Alışık'ın, Gündeş'e bakarak söylediği şarkı ise sosyal medyada viral oldu.  #OSesTürkiye",ses türkiye yılbaşı özel programında romantik anlar yaşandı döneme yaşadıkları aşk damga vuran kerem alışık ebru gündeş karşı karşıya alışık gündeş bakarak söylediği şarkı sosyal medyada viral oldu
3921,"➖ Milli Piyango yılbaşı çekiliş sonuçları açıklandı...   Milli Piyango çekiliş sonuçlarına göre büyük ikramiye 3,5,5,0,0,5,4 numaralı bilete isabet etti...",milli piyango yılbaşı çekiliş sonuçları açıklandı milli piyango çekiliş sonuçlarına göre büyük ikramiye numaralı bilete isabet etti
3922,"➖ Avrupa Birliği dönem başkanlığı, Avrupa Parlamentosu seçimlerinin düzenleneceği kritik bir dönemde yarın 6 aylığına Belçika'ya geçecek.",avrupa birliği dönem başkanlığı avrupa parlamentosu seçimlerinin düzenleneceği kritik dönemde yarın aylığına belçika geçecek
3923,"📌 Ölümlü Dünya 2 filmi yılın hasılat rekorunu kıran film oldu. Film, 4 hafta içerisinde 187 milyon 975 bin 877 TL hasılat yaptı.",ölümlü dünya filmi yılın hasılat rekorunu kıran film oldu film hafta içerisinde milyon hasılat yaptı
3924,"➖ Bir düğünde gelin çiçeğini kapan kızın babasının verdiği tepki sosyal medyada viral oldu...  ""Allahım sana şükürler olsun""",düğünde gelin çiçeğini kapan kızın babasının verdiği tepki sosyal medyada viral oldu allahım şükürler olsun
3925,Hangi hedef tuttu?  2023'ü geride bırakmamıza son 1 saat...,hedef tuttu geride bırakmamıza saat
3926,➖ Türkiye'de 2023'ün kelimesi 'deprem' oldu.     (DW Türkçe),türkiye kelimesi oldu dw türkçe
3927,"➖ Apple'ın dijital müzik platformu Apple Music'te abonelik ücretlerine zam geldi.  * Eski fiyat 19,99₺  * Yeni fiyat 39,99₺",apple dijital müzik platformu apple music abonelik ücretlerine zam eski fiyat yeni fiyat
3928,"📌 Torununun nişanına katılan bir dede, geline paraları atarak verdi.",torununun nişanına katılan dede geline paraları atarak verdi
3929,➖ Yeni yılın gelişini evlerinde kutlayacak kişilerin evlerine kurduğu yılbaşı ağaçları kedilerin korkulu rüyası oldu. İşte evcil kedilerin yılbaşı ağaçları ile imtihanı.  #HappyNewYear #Yilbasi Mutlu,yeni yılın gelişini evlerinde kutlayacak kişilerin evlerine kurduğu yılbaşı ağaçları kedilerin korkulu rüyası oldu evcil kedilerin yılbaşı ağaçları imtihanı mutlu
3930,"➖ Konya'da iki farklı yılbaşı etkinliği: Bir yanda yeni yıl, diğer yanda Mekke'nin fethi kutlandı!  Konya'da 2024 yılı coşkuyla karşılanırken, Anadolu Gençlik Derneği tarafından da Mekke'nin Fethi ve Kudüs Gecesi düzenlendi.  #HappyNewYear",konya farklı yılbaşı etkinliği yanda yeni yıl yanda mekke fethi kutlandı konya yılı coşkuyla karşılanırken anadolu gençlik derneği tarafından mekke fethi kudüs gecesi düzenlendi
3931,"📌 Altan Tan’dan tartışma yaratacak sözler:  “Türkiye’de kendine İslamcı diyenler aynaya baksınlar. %90’ı devletçi oldular. Kapağı açılmış kola gibiler. Asitleri kalmadı.  İkide bir devletin kurucu iradesi falan diyorlar. Türkiye Cumhuriyeti bir İslamcı-Şeriatçı devlet olarak kuruldu. Kurucu iradeniz bu kardeşim.  Şeyh Said, Cumhuriyete ihanet etti diyorlar. Mustafa Kemal’in 1924’e kadar laiklikle ilgili, altı okla ilgili tek sözü var mı? Yok. Ne diyor peki? Hutbe diyor, salavat diyor, hilafet diyor, İslam birliği diyor. Şimdi kim ihanet etmiş? Kim sözünden caymış? Şeyh Said mi siz mi?”",altan tan tartışma yaratacak sözler türkiye islamcı diyenler aynaya baksınlar devletçi oldular kapağı açılmış kola gibiler asitleri kalmadı ikide devletin kurucu iradesi diyorlar türkiye cumhuriyeti islamcışeriatçı devlet kuruldu kurucu iradeniz kardeşim şeyh cumhuriyete ihanet etti diyorlar mustafa kemal laiklikle ilgili okla ilgili tek sözü yok diyor peki hutbe diyor salavat diyor hilafet diyor islam birliği diyor ihanet etmiş sözünden caymış şeyh
3932,"Esenyurt...  Esenyurt’ta bir sitenin kafeteryasında okey oynayan arkadaş grubuna silahlı saldırı düzenlendi. Saldırıda 1 kişi hayatını kaybetti, 2 kişi ağır yaralandı.  Bölgeye çok sayıda polis ve sağlık ekibi sevk edildi.",esenyurt esenyurt sitenin kafeteryasında okey oynayan arkadaş grubuna silahlı saldırı düzenlendi saldırıda kişi hayatını kaybetti kişi ağır yaralandı bölgeye sayıda polis sağlık ekibi sevk edildi
3933,"➖ Asırlık efsane kulüp borç batağında!  Trendyol 1. Lig ekiplerinden Altay, Alsancak Stadı'ndaki birikmiş borçlar sebebiyle Gençlik ve Spor Bakanlığı ile davalık oldu.   109 yıllık tarihine sahip olan kulüp, protokole uymadığı ve biriken borçları ödemediği gerekçesiyle icra dosyalarıyla karşı karşıya kaldı.",asırlık efsane kulüp borç batağında trendyol lig ekiplerinden altay alsancak stadı birikmiş borçlar sebebiyle gençlik spor bakanlığı davalık oldu yıllık tarihine sahip kulüp protokole uymadığı biriken borçları ödemediği gerekçesiyle icra dosyalarıyla karşı karşıya kaldı
3934,"➖ Vergi uzman Ozan Bingöl'den iktidara gelir vergisi tepkisi:  ""Cumhurbaşkanı yine yetki kullanmamıştır. Oysa Yeniden Değerleme Oranı 2000’den bu yana kuruşu kuruşuna uygulansaydı 2024 yılında gelir vergisinin ilk dilimi 288.571 TL olacaktı. Söyleyecek söz yok…""",vergi uzman ozan bingöl iktidara gelir vergisi tepkisi cumhurbaşkanı yetki kullanmamıştır yeniden değerleme oranı yana kuruşu kuruşuna uygulansaydı yılında gelir vergisinin dilimi olacaktı söyleyecek söz yok
3935,"➖ CHP Genel Başkanı Özgür Özel, siyasi partilerin genel başkanlarını ve TBMM Başkanı Numan Kurtulmuş'u arayarak yeni yıllarını kutladı.",chp genel başkanı özgür özel siyasi partilerin genel başkanlarını tbmm başkanı numan kurtulmuş arayarak yeni yıllarını kutladı
3936,"İlber Ortaylı:  Yılbaşında gıcıklık olsun diye inadına uyurum. 2'de yatacaksam, o gün 11'de uyurum.",ilber ortaylı yılbaşında gıcıklık olsun inadına uyurum yatacaksam gün uyurum
3937,"Yılın son günü Niğde'de kan döküldü!  Niğde'de Ramazan Gök adlı bir kişi, kahvede karşılaştığı husumetli akrabaları Abdullah Gül ile Ramazan Gök'ü  tabancayla öldürdü, ardından evine gitti.  Olayı öğrenen Gül ve Gök'ün yakınları  Ramazan Gök'ün evini basıp, Gök'ü av tüfeğiyle öldürüp kaçtı.",yılın günü niğde kan döküldü niğde ramazan gök adlı kişi kahvede karşılaştığı husumetli akrabaları abdullah gül ramazan gök tabancayla öldürdü ardından evine gitti olayı öğrenen gül gök yakınları ramazan gök evini basıp gök tüfeğiyle öldürüp kaçtı
3938,"➖️ #SonDakika 52 yıldır hüküm süren Danimarka Kraliçesi II. Margrethe, yeni yıl konuşmasında tahttan çekildiğini duyurdu.  (BBC News)  #YeniYıl",yıldır hüküm süren danimarka kraliçesi ıı margrethe yeni yıl konuşmasında tahttan çekildiğini duyurdu bbc news
3939,"➖ Kahramanmaraş'ta yaşayan depremzedeler, yılın son günü 6 Şubat depremlerinde hayatını kaybeden yakınları için gözyaşı döküp, dua okudu.",kahramanmaraş yaşayan depremzedeler yılın günü şubat depremlerinde hayatını kaybeden yakınları gözyaşı döküp dua okudu
3940,"➖ Hakkari'de 4,5 büyüklüğünde bir deprem daha meydana geldi!  Son 1 saat içerisinde Hakkari'nin Yüksekova ilçesinde 4,4, 3,5 ve 4,5 büyüklüğünde üç deprem meydana geldi.",hakkari büyüklüğünde deprem meydana saat içerisinde hakkari yüksekova ilçesinde büyüklüğünde deprem meydana
3941,"Yılbaşında İstanbul'da  Beyoğlu, Beşiktaş, Şişli ve Kadıköy ağırlıklı olmak üzere 2 bin 500 nokta, 15 bin kamera ile izlenecek.",yılbaşında istanbul beyoğlu beşiktaş şişli kadıköy ağırlıklı olmak nokta kamera izlenecek
3942,"➖ Su testisi su yolunda...  Niğde'de yaşayan R.G. kahvede karşılaştığı husumetli olduğu akrabaları A.G. ile R.G'yi, tabancayla öldürdü.   Olaydan sonra evine giden cinayet şüphelisi R.G., ölenlerin yakınları B.G. ile İ.G tarafından av tüfeğiyle öldürüldü.",su testisi su yolunda niğde yaşayan rg kahvede karşılaştığı husumetli olduğu akrabaları rg tabancayla öldürdü olaydan evine giden cinayet şüphelisi rg ölenlerin yakınları bg tarafından tüfeğiyle öldürüldü
3943,📌 Son dönemlerde popüler olan migren tedavisi yöntemi tartışma konusu olmaya devam ediyor.,dönemlerde popüler migren tedavisi yöntemi tartışma konusu olmaya devam ediyor
3944,"➖ #SonDakika AFAD, Hakkari'de 7 kilometre derinlikte, 4.4 büyüklüğünde deprem olduğunu bildirdi.  #deprem",afad hakkari kilometre derinlikte büyüklüğünde deprem olduğunu bildirdi
3945,➖ Ciğere zam çıkmazı!   Diyarbakır'da kilosu 420 TL'nin üzerine çıkan ciğerin yarım porsiyonu 200 lira oldu.,ciğere zam çıkmazı diyarbakır kilosu üzerine çıkan ciğerin yarım porsiyonu lira oldu
3946,"➖ Fenerbahçe'den 'Süper Kupa' krizine ilişkin açıklama!  Fenerbahçe Kulübü:  ""Süper Kupa finali öncesinde yaşanan aksaklıklar tartışmaya açık olmayan değerlerimizle ilgili hassasiyetimiz nedeniyle yaşanmıştır, bunun ötesinde herhangi başka bir sebebi ve amacı yoktur.  Ayrıca, maça çıkmama kararı iki kulüp tarafından alınmış olmasına rağmen sadece Kulübümüzü ve yöneticilerimizi hedef alarak gerçek dışı, spekülatif söylem ve mesajlar paylaşan, iftira ve yalan iddialar ortaya atanlarla ilgili hukuki adımlar atacağımızı da kamuoyunun bilgisine sunuyoruz.""  #Fenerbahçe #süperkupa",fenerbahçe kupa krizine ilişkin açıklama fenerbahçe kulübü süper kupa finali öncesinde yaşanan aksaklıklar tartışmaya açık olmayan değerlerimizle ilgili hassasiyetimiz nedeniyle yaşanmıştır ötesinde herhangi başka sebebi amacı yoktur ayrıca maça çıkmama kararı kulüp tarafından alınmış olmasına sadece kulübümüzü yöneticilerimizi hedef alarak gerçek dışı spekülatif söylem mesajlar paylaşan iftira yalan iddialar ortaya atanlarla ilgili hukuki adımlar atacağımızı kamuoyunun bilgisine sunuyoruz
3947,"➖ Çiğli Belediyesi amatör spor kulüplerine destek oluyor...  Çiğli Belediye Başkanı Utku Gümrükçü, Yenimahalle Futbol Kulübünün yenilenen binasının açılışını sporcular ve vatandaşlarla gerçekleştirdi.  Başkan @utkugumrukcu:   ""Yenimahalle Futbol Kulübünün yenilediğimiz hizmet binasını sporcularımızın ve vatandaşlarımızın katılımıyla hizmete açtık.   Çocuklarımızın ve gençlerimizin sporla bağını güçlendirmek için ilçemizdeki amatör spor kulüplerine destek olmaya devam edeceğiz.""",çiğli belediyesi amatör spor kulüplerine destek oluyor çiğli belediye başkanı utku gümrükçü yenimahalle futbol kulübünün yenilenen binasının açılışını sporcular vatandaşlarla gerçekleştirdi başkan yenimahalle futbol kulübünün yenilediğimiz hizmet binasını sporcularımızın vatandaşlarımızın katılımıyla hizmete açtık çocuklarımızın gençlerimizin sporla bağını güçlendirmek ilçemizdeki amatör spor kulüplerine destek olmaya devam edeceğiz
3948,📌 Yaşamını yitiren annelerinin yanına çocuklarını götüren babanın paylaşımı yürekleri dağladı:  + Baba ağlıyor musun? Baba burada kim yatıyor? - Annen yatıyor kızım.,yaşamını yitiren annelerinin yanına çocuklarını götüren babanın paylaşımı yürekleri dağladı baba ağlıyor musun baba yatıyor annen yatıyor kızım
3949,➖ Burun estetiği yaptıran genç kadının mucizevi değişimi sosyal medyada tartışma yarattı.,burun estetiği yaptıran genç kadının mucizevi değişimi sosyal medyada tartışma yarattı
3950,"Bakalım şartı karşılayan ""şanslı"" kim olacak?  Kars Kafkas Üniversitesi, Veterinerlik Fakültesi'nde açılan kadroya alınacak öğretim üyesi için ""en az ikinci kademe geleneksel atlı okçuluk antrenörlük belgesine sahip olma"" şartı getirdi.  (Cumhuriyet)",bakalım şartı karşılayan şanslı olacak kars kafkas üniversitesi veterinerlik fakültesi açılan kadroya alınacak öğretim üyesi ikinci kademe geleneksel atlı okçuluk antrenörlük belgesine sahip olma şartı getirdi cumhuriyet
3951,"➖ Dünyanın dönüş süresi nedeniyle, yeni yıl ülkelerde farklı zaman dilimlerinde karşılanacak. Buna göre 2024'e ilk girecek ülke Kiribati, son girecek ülke ise Amerikan Samoası.",dünyanın dönüş süresi nedeniyle yeni yıl ülkelerde farklı zaman dilimlerinde karşılanacak göre girecek ülke kiribati girecek ülke amerikan samoası
3952,"📌 Daha önce çiğ beyin yiyerek milyonların midesini bulandıran Tuba Güleç, şimdi de balığın gözlerini çiğ çiğ yedi!",çiğ beyin yiyerek milyonların midesini bulandıran tuba güleç balığın gözlerini çiğ çiğ
3953,"➖ Başkan Erhan Kılıç, seçim kampanyasına başladı...    CHP'de gözler 4 Ocak'ta yapılacak Parti Meclisi ve Merkez Yönetim Kurulu Toplantısı'na çevrildi.    200'ün üzerinde belediye başkan adayının belirleneceği toplantılar öncesi parti kulisleri de hareketlendi.     Yapılan anketler ve temayül yoklamaları sonucunda Buca Belediye Başkanı Erhan Kılıç'ın yeniden adaylığına kesin gözüyle bakıldığı konuşuluyor.     Göreve gelmeden önce Bucalılara verdiği sözleri yerine getiren @BucaBld Başkanı Erhan Kılıç (@bucaerhankilic)  ve ekibi aday belirleme sürecinde çalışmalarına hız kattı.",başkan erhan kılıç seçim kampanyasına başladı chp gözler ocak yapılacak parti meclisi merkez yönetim kurulu toplantısı çevrildi üzerinde belediye başkan adayının belirleneceği toplantılar öncesi parti kulisleri hareketlendi yapılan anketler temayül yoklamaları sonucunda buca belediye başkanı erhan kılıç yeniden adaylığına kesin gözüyle bakıldığı konuşuluyor göreve gelmeden bucalılara verdiği sözleri getiren başkanı erhan kılıç ekibi aday belirleme sürecinde çalışmalarına hız kattı
